Trial,switch,t_pos,t_frequency,resp_speed,Resp,Reward_midLeft,Reward_midRight,Reward_downLeft,Reward_downRight,Pval_midLeft,Pval_midRight,Pval_downLeft,Pval_downRight
953,9,downLeft,lowC,6.049424865258593,1,0,0,1,0,0.16720474203312147,21.648638660957168,0.33130660726748473,0.07378678231489735
954,9,downLeft,lowC,7.04622616290992,1,0,0,1,0,0.13650422786938307,17.673725451230645,0.4540856069845875,0.060238768496566425
955,9,midLeft,lowB,5.826225623270497,1,1,0,0,0,0.2950509524435756,14.428647279739263,0.37071080888215946,0.049178309666585054
956,9,downRight,lowA,5.354955593119368,1,0,0,0,1,0.24087655622505114,11.779398910410876,0.30264448312877146,0.2237589729679184
957,9,downRight,lowA,6.426376084228134,0,0,0,0,0,0.19664913757543634,9.616579849826111,0.2470758364032401,0.18267451905031148
958,9,midLeft,lowB,6.266836883022188,0,0,0,0,0,0.1605423288808258,7.850876662844579,0.20171016601147213,0.1491335943656081
959,9,downLeft,lowC,6.169498210540688,1,0,0,1,0,0.13106510244720582,6.409374781649855,0.34828440820777545,0.12175112918885123
960,9,downRight,lowA,5.785471408035093,0,0,0,0,0,0.1070001986345185,5.232547504671246,0.28433580078685683,0.09939636687371876
961,9,downLeft,lowC,6.805989173460131,1,0,0,1,0,0.08735385921998717,4.271797846340551,0.4157391247432511,0.08114616934985747
962,9,midLeft,lowB,5.635981920625283,1,1,0,0,0,0.25492509811432285,3.4874517285717945,0.33940513605127914,0.06624689621222762
963,9,downLeft,lowC,7.464808124008899,1,0,0,1,0,0.20811822236315036,2.8471196429712347,0.4606971624050124,0.05408328320258987
964,9,midLeft,lowB,6.324161622821074,1,1,0,0,0,0.3535158793598081,2.3243591287533927,0.3761084145762728,0.04415303492258786
965,9,downLeft,lowC,7.465493811563125,1,0,0,1,0,0.2886067199099982,1.8975828334987241,0.4906613406598176,0.03604608258660429
966,9,downRight,lowA,5.338757013048695,1,0,0,0,1,0.23561555121101577,1.5491670652117555,0.40057086083633464,0.21303795814524623
967,9,downRight,lowA,6.387725798083913,1,0,0,0,1,0.1923541073117875,1.2647240234102894,0.3270219217503204,0.3575323009402639
968,9,midLeft,lowB,6.361969147225165,1,1,0,0,0,0.34064621832648556,1.032507656088384,0.2669773260141547,0.2918856850874896
969,9,midRight,high,11.548217872605456,1,0,100,0,0,0.27810006130131837,19.203959395489793,0.2179575369876512,0.23829246458273937
970,9,downRight,lowA,6.591467968903454,1,0,0,0,1,0.22703802342426826,15.677914498364187,0.17793828651652865,0.3781498196754053
